Log Folder Path;~/Desktop/logs/2025-09-04_17-59-14-0x1810862220011C/archive_20250904_184822;
RestoreOS: Restore: fdr_restore_saved_data;0.0348;
RestoreOS: Restore: write_factory_version_plist;0.0119;
RestoreOS: Restore: update_aht;0.1417;
RestoreOS: Restore: fdr_prepare;0.0154;
RestoreOS: Restore: install_stage1_firmware;0.0077;
RestoreOS: Restore: aru_migrate_data;0.009299999999999999;
RestoreOS: Restore: await_provisioning_mesa;0.0119;
RestoreOS: Restore: fdr_recover;13.0589;
RestoreOS: Restore: fdr_auto_challenge_claim;0.008500000000000001;
RestoreOS: Restore: send_provisioning_info;0.008999999999999999;
RestoreOS: Restore: certify_lynx;0.1764;
RestoreOS: Restore: write_0cfg;0.0573;
RestoreOS: Restore: update_veridian;0.6718;
RestoreOS: Restore: update_iBoot;10.4917;
RestoreOS: Restore: update_ean;0.4577;
RestoreOS: Restore: update_stockholm;0.0301;
RestoreOS: Restore: update_rose;0.0169;
RestoreOS: Restore: update_se;0.0227;
RestoreOS: Restore: update_tcon;0.0118;
RestoreOS: Restore: update_appletcon;0.013;
RestoreOS: Restore: update_orion;0.0115;
RestoreOS: Restore: update_madea;0.0128;
RestoreOS: Restore: update_peppy;0.0113;
RestoreOS: Restore: update_nitrogen;0.0132;
RestoreOS: Restore: update_usbc;0.0121;
RestoreOS: Restore: update_centauri;21.029;
RestoreOS: Restore: await_update_tcon;0.0302;
RestoreOS: Restore: await_update_appletcon;0.0135;
RestoreOS: Restore: await_update_orion;0.0122;
RestoreOS: Restore: await_update_peppy;0.0116;
RestoreOS: Restore: await_update_nitrogen;0.0143;
RestoreOS: Restore: await_update_usbc;0.0119;
RestoreOS: Restore: update_ace3;11.2079;
RestoreOS: Restore: update_usbcretimer;103.1946;
RestoreOS: Restore: update_PFX;0.0704;
RestoreOS: Restore: update_PS190;78.2533;
RestoreOS: Restore: await_update_stockholm;0.0127;
RestoreOS: Restore: await_update_rose;0.0127;
RestoreOS: Restore: await_update_se;0.0123;
RestoreOS: Restore: await_update_update_veridian;0.0153;
RestoreOS: Restore: update_device_firmware;0.036;
RestoreOS: Restore: certify_yonkers;0.0109;
RestoreOS: Restore: aru_pre_seal_tasks;0.0261;
RestoreOS: Restore: dotara_lock;0.0072;
RestoreOS: Restore: update_syscfg;7.7834;
RestoreOS: Restore: submit_provinfo;0.0097;
RestoreOS: Restore: verify_fdr_data;6.9143;
RestoreOS: Restore: update_rose_postseal;0.0737;
RestoreOS: Restore: stage_fdr_ean;0.049;
RestoreOS: Restore: ensure_fdr_ean;0.044;
RestoreOS: Restore: update_fdr_ean;1.0404;
RestoreOS: Restore: update_fillmore;0.0111;
RestoreOS: Restore: fdr_verify_sealed_manifest;0.0115;
RestoreOS: Restore: commit_sep_os;4.1014;
RestoreOS: Restore: run_sep_eeprom_test;23.0271;
RestoreOS: Restore: pair_stockholm;0.0083;
RestoreOS: Restore: verify_se_pairing;0.0077;
RestoreOS: Restore: await_system_image_invert_retry;1017.9934;
RestoreOS: Restore: create_protected_filesystems;5.6573;
RestoreOS: Restore: create_volume_group;0.036;
RestoreOS: Restore: reserve_overprov_space;0.0094;
RestoreOS: Restore: install_regulatory_images;0.998;
RestoreOS: Restore: read_new_os_build_version;0.0193;
RestoreOS: Restore: install_splat;0.0228;
RestoreOS: Restore: install_root;0.0073;
RestoreOS: Restore: install_overlay_roots;0.1104;
RestoreOS: Restore: install_splat_overlay_roots;0.0143;
RestoreOS: Restore: install_regulatory_images_root;0.0144;
RestoreOS: Restore: install_update_volume_root;0.0112;
RestoreOS: Restore: restored_fixup_system;581.6846;
RestoreOS: Restore: write_ticket;0.0355;
RestoreOS: Restore: fixup_var;0.8236;
RestoreOS: Restore: create_partition_mountpoints;0.0239;
RestoreOS: Restore: factory_restore_marker;0.0116;
RestoreOS: Restore: factory_ucrt;227.4179;
RestoreOS: Restore: factory_mac_check_flag;0.0122;
RestoreOS: Restore: aru_post_seal_tasks;0.0211;
RestoreOS: Restore: factory_sad_config;0.0117;
RestoreOS: Restore: create_production_ucrt;0.0118;
RestoreOS: Restore: create_production_dcrt;0.0104;
RestoreOS: Restore: store_device_time;0.0192;
RestoreOS: Restore: attest_restore;37.4009;
RestoreOS: Restore: set_one_time_boot_command;0.0125;
RestoreOS: Restore: set_nvram_variables;0.0276;
RestoreOS: Restore: persistent_boot_args;0.0182;
RestoreOS: Restore: set_tdm;0.007900000000000001;
RestoreOS: Restore: unprovision_mesa;0.0367;
RestoreOS: Restore: fsck_recovery_volume;1.295;
RestoreOS: Restore: mount_recovery_os_filesystem;0.664;
RestoreOS: Restore: macos_populate_system_recovery_os;176.4808;
RestoreOS: Restore: restored_install_system_recovery_basesystem_roots;0.0101;
RestoreOS: Restore: preserve_source_boot_objects;33.9282;
RestoreOS: Restore: macos_create_recovery_local_policy;20.7753;
RestoreOS: Restore: generate_default_local_policy;1.8008;
RestoreOS: Restore: populate_preboot_volume;4.6414;
RestoreOS: Restore: populate_isc_preboot_volume;0.7481;
RestoreOS: Restore: populate_paired_recovery_volume;127.6254;
RestoreOS: Restore: install_paired_recovery_basesystem_roots;0.009900000000000001;
RestoreOS: Restore: bless_system_volume;18.1013;
RestoreOS: Restore: boot_global_signed_centauri;0.0114;
RestoreOS: Restore: set_boot_command;0.008;
RestoreOS: Restore: set_bootable;0.0152;
RestoreOS: Restore: seal_system_volume;79.42919999999999;
RestoreOS: Restore: create_system_snapshot;3.7599;
RestoreOS: Restore: install_exclaveos_overlay_roots;0.0146;
RestoreOS: Restore: adjust_recovery_mode_output;0.0122;
RestoreOS: Restore: set_autoboot_delay;0.0332;
RestoreOS: Restore: dut_power_settings_handling;0.007;
RestoreOS: Restore: unmount_filesystems;0.0668;
RestoreOS: Restore: cleanup_boot_command;0.0154;
RestoreOS: Restore: cleanup_recovery_os_volume;0.0069;
RestoreOS: Restore: cleanup_check_result;0.0067;
RestoreOS: Restore: cleanup_send_crash_logs;0.01;
RestoreOS: Restore: cleanup_send_final_status;0.0587;
RestoreOS: Restore: cleanup_wait_status_received;0.0107;
RestoreOS: Restore: cleanup_write_restore_log;0.0068;
RestoreOS: Restore: cleanup_failure_warning;0.0068;
RestoreOS: Restore: cleanup_post_restore;0.0077;
RestoreOS: Restore: cleanup_release;0.0066;
RestoreOS: Restore: [ASYNC Task]  provision_mesa ;0.0138;
RestoreOS: Restore: [ASYNC Task]  restore_system_image ;1272.6788;
RestoreOS: Restore: [ASYNC Task]  update_veridian ;0.0163;
RestoreOS: Restore: [ASYNC Task]  update_stockholm ;0.5128;
RestoreOS: Restore: [ASYNC Task]  update_rose ;0.0308;
RestoreOS: Restore: [ASYNC Task]  update_tcon ;0.0185;
RestoreOS: Restore: [ASYNC Task]  update_appletcon ;0.0214;
RestoreOS: Restore: [ASYNC Task]  update_orion ;0.014;
RestoreOS: Restore: [ASYNC Task]  update_peppy ;0.0143;
RestoreOS: Restore: [ASYNC Task]  update_nitrogen ;0.0164;
RestoreOS: Restore: [ASYNC Task]  update_usbc ;0.0166;
RestoreOS: Restore: [ASYNC Task]  update_se ;5.4846;
