Log Folder Path;~/Desktop/0820/logs/2025-08-17_16-09-08-0x1810862220011C/archive_20250817_165416;
RestoreOS: Restore: fsck_filesystems;0.0156;
RestoreOS: Restore: mount_system_partition;0.7413999999999999;
RestoreOS: Restore: fix_cache_delete;0.0076;
RestoreOS: Restore: clean_update_volume;0.0065;
RestoreOS: Restore: space_checks;0.0074;
RestoreOS: Restore: clear_mobile_gestalt_cache;0.0077;
RestoreOS: Restore: read_previous_os_build_version;0.0069;
RestoreOS: Restore: downgrade_check;0.0064;
RestoreOS: Restore: avoid_nonui_ui_update;0.0066;
RestoreOS: Restore: copy_hardware_info;0.007;
RestoreOS: Restore: fdr_create;2.0183;
RestoreOS: Restore: fdr_save_data;0.01;
RestoreOS: Restore: sep_attest_qa;0.0073;
RestoreOS: Restore: certify_sep;0.007;
RestoreOS: Restore: syscfg_presubmit_fdr;0.008200000000000001;
RestoreOS: Restore: check_for_restore_log;0.008500000000000001;
RestoreOS: Restore: check_for_uncollected_logs;0.007900000000000001;
RestoreOS: Restore: read_persistent_files;0.7020999999999999;
RestoreOS: Restore: unmount_unconditionally;0.0324;
RestoreOS: Restore: clean_nand;2.8692;
RestoreOS: Restore: clear_nvram;0.0073;
RestoreOS: Restore: clear_bootpolicy_nvram;0.0227;
RestoreOS: Restore: format_effaceable_storage;0.009900000000000001;
RestoreOS: Restore: format_ean_storage;0.0145;
RestoreOS: Restore: create_filesystem_partitions;0.0645;
RestoreOS: Restore: update_partitions_for_apfs;0.0145;
RestoreOS: Restore: reload_filesystem_partitions;0.0315;
RestoreOS: Restore: format_media;8.735900000000001;
RestoreOS: Restore: find_volumes_after_format;0.0535;
RestoreOS: Restore: provision_mesa;0.0103;
RestoreOS: Restore: prepare_for_system_image;2.517;
RestoreOS: Restore: init_gigalocker;1.5477;
RestoreOS: Restore: init_permanent_update_volume;1.4882;
RestoreOS: Restore: mount_filesystem;1.993;
RestoreOS: Restore: restore_system_image;0.0109;
RestoreOS: Restore: write_persistent_files;0.0465;
RestoreOS: Restore: perform_short_prepare;0.0083;
RestoreOS: Restore: fdr_restore_saved_data;0.0343;
RestoreOS: Restore: write_factory_version_plist;0.0132;
RestoreOS: Restore: update_aht;0.1419;
RestoreOS: Restore: fdr_prepare;0.0159;
RestoreOS: Restore: install_stage1_firmware;0.0078;
RestoreOS: Restore: aru_migrate_data;0.0094;
RestoreOS: Restore: await_provisioning_mesa;0.0119;
RestoreOS: Restore: fdr_recover;13.9881;
RestoreOS: Restore: fdr_auto_challenge_claim;0.0092;
RestoreOS: Restore: send_provisioning_info;0.0073;
RestoreOS: Restore: certify_lynx;0.1776;
RestoreOS: Restore: write_0cfg;0.055;
RestoreOS: Restore: update_veridian;0.6787;
RestoreOS: Restore: update_iBoot;9.4948;
RestoreOS: Restore: update_ean;0.4656;
RestoreOS: Restore: update_stockholm;0.0307;
RestoreOS: Restore: update_rose;0.0173;
RestoreOS: Restore: update_se;0.0226;
RestoreOS: Restore: update_tcon;0.0119;
RestoreOS: Restore: update_appletcon;0.0129;
RestoreOS: Restore: update_orion;0.0169;
RestoreOS: Restore: update_madea;0.0134;
RestoreOS: Restore: update_peppy;0.0074;
RestoreOS: Restore: update_nitrogen;0.0128;
RestoreOS: Restore: update_usbc;0.013;
RestoreOS: Restore: update_centauri;17.9055;
RestoreOS: Restore: await_update_tcon;0.0289;
RestoreOS: Restore: await_update_appletcon;0.0129;
RestoreOS: Restore: await_update_orion;0.0136;
RestoreOS: Restore: await_update_peppy;0.0119;
RestoreOS: Restore: await_update_nitrogen;0.0116;
RestoreOS: Restore: await_update_usbc;0.0136;
RestoreOS: Restore: update_ace3;10.9969;
RestoreOS: Restore: update_usbcretimer;103.2475;
RestoreOS: Restore: update_PFX;0.07199999999999999;
RestoreOS: Restore: update_PS190;78.2208;
RestoreOS: Restore: await_update_stockholm;0.0118;
RestoreOS: Restore: await_update_rose;0.0111;
RestoreOS: Restore: await_update_se;0.0115;
RestoreOS: Restore: await_update_update_veridian;0.0118;
RestoreOS: Restore: update_device_firmware;0.0339;
RestoreOS: Restore: certify_yonkers;0.0115;
RestoreOS: Restore: aru_pre_seal_tasks;0.0274;
RestoreOS: Restore: dotara_lock;0.0065;
RestoreOS: Restore: update_syscfg;5.7641;
RestoreOS: Restore: submit_provinfo;0.0104;
RestoreOS: Restore: verify_fdr_data;6.9272;
RestoreOS: Restore: update_rose_postseal;0.0735;
RestoreOS: Restore: stage_fdr_ean;0.0496;
RestoreOS: Restore: ensure_fdr_ean;0.0444;
RestoreOS: Restore: update_fdr_ean;1.0285;
RestoreOS: Restore: update_fillmore;0.011;
RestoreOS: Restore: fdr_verify_sealed_manifest;0.0113;
RestoreOS: Restore: commit_sep_os;4.1263;
RestoreOS: Restore: run_sep_eeprom_test;22.899;
RestoreOS: Restore: pair_stockholm;0.009599999999999999;
RestoreOS: Restore: verify_se_pairing;0.0069;
RestoreOS: Restore: await_system_image_invert_retry;1025.0973;
RestoreOS: Restore: create_protected_filesystems;5.6759;
RestoreOS: Restore: create_volume_group;0.0369;
RestoreOS: Restore: reserve_overprov_space;0.0092;
RestoreOS: Restore: install_regulatory_images;0.9977;
RestoreOS: Restore: read_new_os_build_version;0.0197;
RestoreOS: Restore: install_splat;0.0254;
RestoreOS: Restore: install_root;0.0073;
RestoreOS: Restore: install_overlay_roots;0.1115;
RestoreOS: Restore: install_splat_overlay_roots;0.0147;
RestoreOS: Restore: install_regulatory_images_root;0.0143;
RestoreOS: Restore: install_update_volume_root;0.0115;
RestoreOS: Restore: restored_fixup_system;581.7183;
RestoreOS: Restore: write_ticket;0.0362;
RestoreOS: Restore: fixup_var;0.8334;
RestoreOS: Restore: create_partition_mountpoints;0.0238;
RestoreOS: Restore: factory_restore_marker;0.0116;
RestoreOS: Restore: factory_ucrt;6.1695;
RestoreOS: Restore: factory_mac_check_flag;0.0122;
RestoreOS: Restore: aru_post_seal_tasks;0.0211;
RestoreOS: Restore: factory_sad_config;0.0114;
RestoreOS: Restore: create_production_ucrt;0.0119;
RestoreOS: Restore: create_production_dcrt;0.0105;
RestoreOS: Restore: store_device_time;0.0197;
RestoreOS: Restore: attest_restore;37.4038;
RestoreOS: Restore: set_one_time_boot_command;0.0127;
RestoreOS: Restore: set_nvram_variables;0.0273;
RestoreOS: Restore: persistent_boot_args;0.0181;
RestoreOS: Restore: set_tdm;0.0078;
RestoreOS: Restore: unprovision_mesa;0.0364;
RestoreOS: Restore: fsck_recovery_volume;1.3044;
RestoreOS: Restore: mount_recovery_os_filesystem;0.6692;
RestoreOS: Restore: macos_populate_system_recovery_os;175.1446;
RestoreOS: Restore: restored_install_system_recovery_basesystem_roots;0.0102;
RestoreOS: Restore: preserve_source_boot_objects;33.4611;
RestoreOS: Restore: macos_create_recovery_local_policy;3.146;
RestoreOS: Restore: generate_default_local_policy;1.8048;
RestoreOS: Restore: populate_preboot_volume;4.649;
RestoreOS: Restore: populate_isc_preboot_volume;0.7538;
RestoreOS: Restore: populate_paired_recovery_volume;124.1106;
RestoreOS: Restore: install_paired_recovery_basesystem_roots;0.01;
RestoreOS: Restore: bless_system_volume;18.1905;
RestoreOS: Restore: boot_global_signed_centauri;0.0114;
RestoreOS: Restore: set_boot_command;0.0081;
RestoreOS: Restore: set_bootable;0.0151;
RestoreOS: Restore: seal_system_volume;79.5654;
RestoreOS: Restore: create_system_snapshot;3.7798;
RestoreOS: Restore: install_exclaveos_overlay_roots;0.015;
RestoreOS: Restore: adjust_recovery_mode_output;0.0118;
RestoreOS: Restore: set_autoboot_delay;0.0341;
RestoreOS: Restore: dut_power_settings_handling;0.007;
RestoreOS: Restore: unmount_filesystems;0.0716;
RestoreOS: Restore: cleanup_boot_command;0.0153;
RestoreOS: Restore: cleanup_recovery_os_volume;0.0069;
RestoreOS: Restore: cleanup_check_result;0.0066;
RestoreOS: Restore: cleanup_send_crash_logs;0.009900000000000001;
RestoreOS: Restore: cleanup_send_final_status;0.0587;
RestoreOS: Restore: cleanup_wait_status_received;0.0106;
RestoreOS: Restore: cleanup_write_restore_log;0.0068;
RestoreOS: Restore: cleanup_failure_warning;0.0065;
RestoreOS: Restore: cleanup_post_restore;0.0076;
RestoreOS: Restore: cleanup_release;0.0066;
RestoreOS: Restore: [ASYNC Task]  provision_mesa ;0.0138;
RestoreOS: Restore: [ASYNC Task]  restore_system_image ;1273.7354;
RestoreOS: Restore: [ASYNC Task]  update_veridian ;0.02;
RestoreOS: Restore: [ASYNC Task]  update_stockholm ;0.5191;
RestoreOS: Restore: [ASYNC Task]  update_rose ;0.0302;
RestoreOS: Restore: [ASYNC Task]  update_tcon ;0.0184;
RestoreOS: Restore: [ASYNC Task]  update_appletcon ;0.0271;
RestoreOS: Restore: [ASYNC Task]  update_orion ;0.0157;
RestoreOS: Restore: [ASYNC Task]  update_peppy ;0.0162;
RestoreOS: Restore: [ASYNC Task]  update_nitrogen ;0.0161;
RestoreOS: Restore: [ASYNC Task]  update_usbc ;0.0133;
RestoreOS: Restore: [ASYNC Task]  update_se ;3.22;
